"screen_name","text","is_retweet","mentions_screen_name","retweet_screen_name","retweet_verified","followers_count","verified","is_quote","quoted_name"
"TheMovieUniver1","#BlueLivesMatter 
Please <U+0001F64F><U+0001F3FB> for the <U+0001F46E><U+200D><U+2642><U+FE0F><U+0001F46E><U+200D><U+2642><U+FE0F>
Officers Ambushed in 
New Orleans. https://t.co/OGP1ApmV0E",TRUE,"JoeGavrich","JoeGavrich",FALSE,39,FALSE,FALSE,
"xjxnniferx","@SoloChills They said Mrs Officer is their favorite song cause #BlueLivesMatter <U+0001F602><U+0001F602><U+0001F602>",TRUE,"ElitatheLibra SoloChills","ElitatheLibra",FALSE,216,FALSE,FALSE,
"Igby51831363","Let me guess, #BlueLIvesMatter crowd, she “should’ve complied?

He “feared for his life?”

She “posed a threat?”

Which excuse applied to this act of terrorism?

#DefundThePolice
#StopPoliceBrutality
#ThereAreNoBlueLives https://t.co/FsvZaGrBtw",TRUE,"TalbertSwan","TalbertSwan",TRUE,387,FALSE,FALSE,
"MxdWrstlgAsscNY","I am begging the damn #Democrats to bring an end to this war on Police Officers that YOU created by looking the other way!!!  
@SpeakerPelosi, @SenSchumer, @AOC, @KamalaHarris

#BackTheBlue, #BlueLivesMatter
 
#DemocratsAreDestroyingAmerica 

https://t.co/fFRdBiveQ5",FALSE,"SpeakerPelosi SenSchumer AOC KamalaHarris",,,634,FALSE,FALSE,
"MikeC712","@bigricanman WTF, this just has to stop! #BlueLivesMatter #BackTheBlue",FALSE,"bigricanman",,,42,FALSE,FALSE,
"PaulMorehouse","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,875,FALSE,FALSE,
"DoorbellQn","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,2270,FALSE,FALSE,
"verharen_wim","@USAttyStuart #BlueLivesMatter they protect and defend citizens ; don't let them fool you. #Democrats #DemocratsAreDestroyingAmerica",FALSE,"USAttyStuart",,,798,FALSE,FALSE,
"MandM5859","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,793,FALSE,FALSE,
"BVaags","Two NOPD officers ambushed, shot in French Quarter; suspect apprehended

Praying for both officers and their families 

<U+0001F447> link to story 
https://t.co/Zg8L0jJdZc

#BlueLivesMatter #ServeAndProtect #EnoughIsEnough #BackTheBlue https://t.co/NzMsQvjUcQ",TRUE,"ChicagoPD19","ChicagoPD19",FALSE,579,FALSE,FALSE,
"WTGV_SLS","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,104,FALSE,FALSE,
"DirectActionPDX","4 different Far Right contingents calling for peeps 2 show at Vigil.Audra Price from #BlueLivesMatter Cops NW group and Joey Gibson of Patriot Prayer are 2. Audra helps spread rumors there was a riot last night in Hazel Dell. I havnt seen this type of chud response in a bit 2/ https://t.co/rNZiwj5cvU",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,6341,FALSE,FALSE,
"chrisormsby","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,2175,FALSE,FALSE,
"BryanFirehelico","Rioter Facing Federal Charges For Attacking Federally-Deputized Portland Police Officer - The Police Tribune https://t.co/J2PTlNWTBn

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,547,FALSE,FALSE,
"HippieMomma29","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,352,FALSE,FALSE,
"ScottyN28","Not sure what’s more awesome: that #JewsForTrump decorated street after street of their Brooklyn, NY community with #Trump2020 &amp; #BlueLivesMatter flags...OR that they did so in @RepJerryNadler’s district<U+0001F60E><U+0001F1FA><U+0001F1F8>
#Vote RED!
Re-elect @realDonaldTrump! 
https://t.co/qjVXQhgd3K",TRUE,"ConservaMomUSA","ConservaMomUSA",FALSE,23,FALSE,FALSE,
"TruBluDad","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,173,FALSE,FALSE,
"blkwmnstanacc","kpop stands need to invade reactionary hashtags like #BlueLivesMatter #DefendThePolice #WhiteLivesMatter 
#AllLivesMatter 
on instagram because it’s a whole cringe compilation on there.",FALSE,,,,48,FALSE,FALSE,
"thefoxpatronus","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,20,FALSE,FALSE,
"jen3taft","This is what #America has become their is a candlelight vigil for a man who was shot by the police <U+0001F694> to stand there with a #BlueLivesMatter fucking flag is #disrepect https://t.co/3Zr3GVbYOk",FALSE,,,,491,FALSE,TRUE,"Ryan Haas"
"scottygirl2014","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,3778,FALSE,FALSE,
"Codyonamission","Please pray for these officers 
#BlueLivesMatter https://t.co/HYcTybaIKV",FALSE,,,,868,FALSE,TRUE,"NOPD"
"AlwaysThink12","Another targeted attack in police. Police are actually, being targeted for simply being police officers. #BlueLivesMatter https://t.co/9ghQRDXrEF",FALSE,,,,440,FALSE,TRUE,"The Associated Press"
"The_Lady_Red","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,6174,FALSE,FALSE,
"sparklyflagpin","As for me, I will fly the #AmericanFlag <U+0001F1FA><U+0001F1F2>. #BlueLivesMatter flags are ANTI-AMERICAN.
https://t.co/argfwZK9gn",FALSE,,,,706,FALSE,FALSE,
"thedanimal105","#BlueLivesMatter 
Please <U+0001F64F><U+0001F3FB> for the <U+0001F46E><U+200D><U+2642><U+FE0F><U+0001F46E><U+200D><U+2642><U+FE0F>
Officers Ambushed in 
New Orleans. https://t.co/OGP1ApmV0E",TRUE,"JoeGavrich","JoeGavrich",FALSE,8386,FALSE,FALSE,
"Helloitzkenny","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,60,FALSE,FALSE,
"Mr_BigBat","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,587,FALSE,FALSE,
"Mr_BigBat","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,587,FALSE,FALSE,
"ram_fan93059","Rioter Facing Federal Charges For Attacking Federally-Deputized Portland Police Officer - The Police Tribune https://t.co/J2PTlNWTBn

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,291,FALSE,FALSE,
"BigGori28821915","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,244,FALSE,FALSE,
"GreatInfluence5","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,812,FALSE,FALSE,
"DanaHimself","@Matthew_7_14 Fuck Drump #NoJusticeNoPeace #acab #BlueLivesMatter #GeorgeFloyd #TrumpTaxReturns #VoteHimOut #capitalism #bootlicker https://t.co/ejEpsCzIJt",FALSE,"Matthew_7_14",,,122,FALSE,FALSE,
"BlancheBullshit","#BlueLivesMatter 
Please <U+0001F64F><U+0001F3FB> for the <U+0001F46E><U+200D><U+2642><U+FE0F><U+0001F46E><U+200D><U+2642><U+FE0F>
Officers Ambushed in 
New Orleans. https://t.co/OGP1ApmV0E",TRUE,"JoeGavrich","JoeGavrich",FALSE,5443,FALSE,FALSE,
"BamaReb56","Rioter Facing Federal Charges For Attacking Federally-Deputized Portland Police Officer - The Police Tribune https://t.co/J2PTlNWTBn

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,4368,FALSE,FALSE,
"triphleey","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,27,FALSE,FALSE,
"DGWcan_patriot","@kayleighmcenany Because all Joe’s crowd is social distancing across the street in closed Walmart that became open.  #looting #Philadelphia #BlueLivesMatter",FALSE,"kayleighmcenany",,,76,FALSE,FALSE,
"cringery","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,205,FALSE,FALSE,
"JoeGavrich","#BlueLivesMatter 
Please <U+0001F64F><U+0001F3FB> for the <U+0001F46E><U+200D><U+2642><U+FE0F><U+0001F46E><U+200D><U+2642><U+FE0F>
Officers Ambushed in 
New Orleans. https://t.co/OGP1ApmV0E",FALSE,,,,5940,FALSE,FALSE,
"4L40Delta1BN","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,307,FALSE,FALSE,
"me_memecannot","@TheIrvineJamie *they. #BlackLivesMatter wants black lives to matter as much as white lives. They are not stocking up on guns and ammo and driving their cars into #BlueLivesMatter protests. Try again.",FALSE,"TheIrvineJamie",,,135,FALSE,FALSE,
"msaveragejoe","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,272,FALSE,FALSE,
"WordToTheWise9","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,53,FALSE,FALSE,
"GreyScHound","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,109,FALSE,FALSE,
"brandonS255","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,29,FALSE,FALSE,
"__Silicon","If #BLACKLivesMatter   makes you angry because it doesn’t say #ALLLivesMatter, but #BLUELivesMatter doesn’t upset you, then what you’re really triggered about is...‘BLACK.’",TRUE,"TalbertSwan","TalbertSwan",TRUE,101,FALSE,FALSE,
"SSJSoujiro","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,208,FALSE,FALSE,
"SSJSoujiro","4 different Far Right contingents calling for peeps 2 show at Vigil.Audra Price from #BlueLivesMatter Cops NW group and Joey Gibson of Patriot Prayer are 2. Audra helps spread rumors there was a riot last night in Hazel Dell. I havnt seen this type of chud response in a bit 2/ https://t.co/rNZiwj5cvU",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,208,FALSE,FALSE,
"PublicSafetySME","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,1282,FALSE,FALSE,
"nosycyndie","The police not only attacked a black women with her kid in the backseat for having trouble making a u-turn, but they proceeded to use the child in propaganda photos. 

Somehow the police day after day continue to get even worse. 

#BlueLivesMatter #phillyprotest",TRUE,"TheNYSocialist","TheNYSocialist",FALSE,1254,FALSE,FALSE,
"Nelsdowns","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,3,FALSE,FALSE,
"_Cherokeemojo","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,223,FALSE,FALSE,
"GrunerBobbi","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,34,FALSE,FALSE,
"remzelk1","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,1831,FALSE,FALSE,
"remzelk1","@bigricanman As My Father Would Say:
""Enough Already.""
#BlueLIvesMatter #PrayersForOurBlueLives",FALSE,"bigricanman",,,1831,FALSE,FALSE,
"desertwalker49","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,690,FALSE,FALSE,
"Justin_Miller77","My house got broken into so I called the police, they arrived three hours late with no suspects and then shot my dog #BlueLivesMatter #BackTheBlue",FALSE,,,,429,FALSE,FALSE,
"johnmur81000432","#TuckerCarlson - More violence against police..Two officers ambushed in New Orleans drive-by..Both will be ok..The gunman has been captured..This would be new norm in a #Biden anti-cop, pro-Antifa/BLM administration..#BlueLivesMatter #NeverBiden #TrumpLandslideVictory2020 https://t.co/CqOsSLkfHN",TRUE,"JaRaNo1128","JaRaNo1128",FALSE,873,FALSE,FALSE,
"RaisingRadKids","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,81,FALSE,FALSE,
"abramb1","Rioters Blow Up At Least 17 ATMs Throughout Philadelphia - The Police Tribune https://t.co/j6DHtKUWYz

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,189,FALSE,FALSE,
"abramb1","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,189,FALSE,FALSE,
"seandehey","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,222,FALSE,FALSE,
"flblowfish01","@bigricanman Praying for a full and quick recovery! #BlueLivesMatter #BackTheBlue",FALSE,"bigricanman",,,126,FALSE,FALSE,
"Odin_all_father","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,35,FALSE,FALSE,
"busillo_roman","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,7,FALSE,FALSE,
"shannonmcmn2","Sone idiot runs from the police on a moped, hits a vehicle killing himself 

Now they are looting and protesting in DC.  

A special jail needs to be designed for these urban terrorist. 
#BackTheBlue #BlueLivesMatter",TRUE,"Dachief_Paul","Dachief_Paul",FALSE,90,FALSE,FALSE,
"louismanueljr","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,86,FALSE,FALSE,
"patriotinohio","#TuckerCarlson - More violence against police..Two officers ambushed in New Orleans drive-by..Both will be ok..The gunman has been captured..This would be new norm in a #Biden anti-cop, pro-Antifa/BLM administration..#BlueLivesMatter #NeverBiden #TrumpLandslideVictory2020 https://t.co/CqOsSLkfHN",TRUE,"JaRaNo1128","JaRaNo1128",FALSE,33174,FALSE,FALSE,
"notjeffybezoss","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,142,FALSE,FALSE,
"Harald_Blatand","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,1766,FALSE,FALSE,
"BryceKleinpeter","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,479,FALSE,FALSE,
"DonaldSchauer1","@SpartyinKC @seanhannity Ha ha ha ha ha ha Oh sorry was i laughing in your face. Ha ha ha ha ha. I  can't wait to see all you Devilcrates crying when Trump wins. #BLUELIVESMATTER #BLUELIVESMATTER #TRUMP2020 #VoteRed",FALSE,"SpartyinKC seanhannity",,,23,FALSE,FALSE,
"treekisser","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,7871,FALSE,FALSE,
"rjanderson187","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,32,FALSE,FALSE,
"feelingchipper2","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,37,FALSE,FALSE,
"2a4aReason","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,159,FALSE,FALSE,
"nhmarinevet","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,530,FALSE,FALSE,
"FirearmsPB","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,264,FALSE,FALSE,
"PDXRosieRiddle","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,2666,FALSE,FALSE,
"NotMyNameWhoU","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,576,FALSE,FALSE,
"CHelrigel","I’m black. I’m a cop. I’ve also had hours of de-escalation training. 

With that said:

No matter your color, mental status, prior condition, or mood, if you run at me with a knife, I will shoot you. Many times. 

The end. 

#Philadelphia #phillyriots #BlueLivesMatter",TRUE,"CopWithAttitude","CopWithAttitude",FALSE,504,FALSE,FALSE,
"LeeSmithPDX","#BlueLivesMatter chuds in front of Freddy's. Chris and Ashly McCauley are here https://t.co/BPsS1CXQry",TRUE,"Johnnthelefty","Johnnthelefty",FALSE,1892,FALSE,FALSE,
"OGmacsauce","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,274,FALSE,FALSE,
"ChasKFennewald","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,328,FALSE,FALSE,
"mpfive0","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,2584,FALSE,FALSE,
"StewbieDoobyDo","Two NOPD officers ambushed, shot in French Quarter; suspect apprehended

Praying for both officers and their families 

<U+0001F447> link to story 
https://t.co/Zg8L0jJdZc

#BlueLivesMatter #ServeAndProtect #EnoughIsEnough #BackTheBlue https://t.co/NzMsQvjUcQ",TRUE,"ChicagoPD19","ChicagoPD19",FALSE,149,FALSE,FALSE,
"ve_probably","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,146,FALSE,FALSE,
"4everIndigo","@JackPosobiec The @DNC and mainstream media have worked their ass off to dehumanize our nation's heroes in blue. They have slandered them and created an environment where criminals are immediately bailed out of jail by left-wing groups @KamalaHarris promoted.

#WakeUpAmerica #BlueLivesMatter",TRUE,"rmb3cker JackPosobiec DNC","rmb3cker",FALSE,1861,FALSE,FALSE,
"NoCommiess","Prayers <U+0001F499><U+0001F64F><U+0001F3FC> #BlueLivesMatter 

New Orleans police officers ambushed, 1 shot in French Quarter by pedicab passenger: Police

https://t.co/RfFjtRb1n9",TRUE,"bigricanman","bigricanman",FALSE,200,FALSE,FALSE,
"jade_killz_","This is so infuriating, y’all that claim to be for the BLM movement ,thinking retweets &amp; wearing a shirt makes a difference. That’s the equivalent to “thoughts &amp; prayers”. Go out and be loud. Make calls. Or sit down. #WillieBrownJr #BlueLivesMatter https://t.co/teqG80UYre",TRUE,"adellymccaffrey","adellymccaffrey",FALSE,126,FALSE,FALSE,
"TheSaiyanBatsy","Love this hashtag: #BlackLivesMatter 
Fuck these hashtags:
#BlueLivesMatter 
#Trump2020 
#Trump2020Landslide https://t.co/HgluOA0xcI https://t.co/zbRJcUSsAD",FALSE,,,,456,FALSE,TRUE,"<U+0001D4DC><U+0001D4EE><U+0001D4F5>"
"SbcsdOhannessia","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,1435,FALSE,FALSE,
"TexasSig","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,22,FALSE,FALSE,
"ladytammyjames","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,389,FALSE,FALSE,
"FamedCelebrity","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,2716,FALSE,FALSE,
"CozetteManfre","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,137,FALSE,FALSE,
"Chris_Callanta","#BREAKING: Two New Orleans Officers Ambushed At Stop Sign, One Shot In Face - The Police Tribune https://t.co/NFGX4afmZV

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",TRUE,"bluelivesmtr","bluelivesmtr",TRUE,934,FALSE,FALSE,
"rmb3cker","@JackPosobiec The @DNC and mainstream media have worked their ass off to dehumanize our nation's heroes in blue. They have slandered them and created an environment where criminals are immediately bailed out of jail by left-wing groups @KamalaHarris promoted.

#WakeUpAmerica #BlueLivesMatter",FALSE,"JackPosobiec DNC KamalaHarris",,,108,FALSE,FALSE,
"ElizabetAmichai","Where’s the outrage!! #BlueLivesMatter https://t.co/3HCxWdVEu5",FALSE,,,,1128,FALSE,TRUE,"Washington Examiner"
